관측일시,저수위(EL.m),저수량(백만㎥),저수율(%),유입량(㎥/s),총 방류량(㎥/s),발전방류량(㎥/s),여수로방류량(㎥/s),기타방류량(㎥/s),용수공급량(㎥/s),댐유역평균강우량(㎥/s)
2011-11-21,184.61,1971.07,68,5.594,30.05,30.05,0,0,0,0.4074
2011-11-22,184.57,1968.96,67.9,5.383,29.827,29.827,0,0,0,0
2011-11-23,184.54,1967.38,67.8,11.805,30.127,30.127,0,0,0,2.7624
2011-11-24,184.5,1965.27,67.8,5.561,29.971,29.971,0,0,0,0
2011-11-25,184.45,1962.63,67.7,3.267,33.765,33.765,0,0,0,0.0679
2011-11-26,184.41,1960.53,67.6,5.588,29.963,29.963,0,0,0,0
2011-11-27,184.38,1958.95,67.6,11.605,29.869,29.869,0,0,0,0.9961
2011-11-28,184.33,1956.32,67.5,7.102,37.53,37.53,0,0,0,1.0833
2011-11-29,184.29,1954.22,67.4,26.125,50.454,50.454,0,0,0,11.4197
2011-11-30,184.29,1954.22,67.4,49.882,49.882,49.882,0,0,0,28.5858
2011-12-01,184.26,1952.64,67.3,31.978,50.207,50.207,0,0,0,0.3051
2011-12-02,184.21,1950.02,67.2,19.667,50.026,50.026,0,0,0,1.0118
2011-12-03,184.18,1948.45,67.2,31.78,49.986,49.986,0,0,0,8.1429
2011-12-04,184.14,1946.35,67.1,25.738,49.997,49.997,0,0,0,0.2037
2011-12-05,184.1,1944.26,67,25.667,49.903,49.903,0,0,0,0.2716
2011-12-06,184.05,1941.64,67,19.612,49.89,49.89,0,0,0,0.679
2011-12-07,183.99,1938.51,66.9,13.567,49.863,49.863,0,0,0,0.0679
2011-12-08,183.95,1936.42,66.8,25.843,50.021,50.021,0,0,0,7.7149
2011-12-09,183.9,1933.81,66.7,19.725,49.922,49.922,0,0,0,1.8841
2011-12-10,183.85,1931.2,66.6,20.104,50.266,50.266,0,0,0,0
2011-12-11,183.78,1927.56,66.5,7.773,49.972,49.972,0,0,0,0
2011-12-12,183.72,1924.43,66.4,13.812,49.935,49.935,0,0,0,0
2011-12-13,183.66,1921.32,66.3,13.846,49.922,49.922,0,0,0,0
2011-12-14,183.59,1917.68,66.1,7.888,49.937,49.937,0,0,0,0
2011-12-15,183.53,1914.57,66,13.555,49.562,49.562,0,0,0,0
2011-12-16,183.46,1910.95,65.9,7.996,49.952,49.952,0,0,0,0
2011-12-17,183.39,1907.33,65.8,9.403,51.301,51.301,0,0,0,0
2011-12-18,183.32,1903.71,65.7,8.179,50.031,50.031,0,0,0,0
2011-12-19,183.26,1900.62,65.5,14.089,49.922,49.922,0,0,0,0
2011-12-20,183.19,1897.01,65.4,8.26,50.008,50.008,0,0,0,0
2011-12-21,183.12,1893.41,65.3,8.32,50.021,50.021,0,0,0,0.0896
2011-12-22,183.05,1889.81,65.2,8.726,50.378,50.378,0,0,0,0
2011-12-23,182.98,1886.21,65,8.382,49.979,49.979,0,0,0,0
2011-12-24,182.9,1882.11,64.9,2.43,49.918,49.918,0,0,0,0
2011-12-25,182.83,1878.53,64.8,8.605,50.098,50.098,0,0,0,0
2011-12-26,182.76,1874.95,64.7,9.28,50.715,50.715,0,0,0,0
2011-12-27,182.68,1870.86,64.5,2.791,50.083,50.083,0,0,0,0
2011-12-28,182.6,1866.78,64.4,2.73,49.964,49.964,0,0,0,0
2011-12-29,182.53,1863.21,64.3,8.705,49.978,49.978,0,0,0,0
2011-12-30,182.45,1859.14,64.1,2.835,49.942,49.942,0,0,0,0
2011-12-31,182.37,1855.08,64,5.403,52.446,52.446,0,0,0,0
2012-01-01,182.3,1851.53,63.9,8.935,50.046,50.046,0,0,0,0.1049
2012-01-02,182.24,1848.48,63.7,15.28,50.477,50.477,0,0,0,0
2012-01-03,182.16,1844.44,63.6,3.912,50.775,50.775,0,0,0,0.0549
2012-01-04,182.08,1840.39,63.5,3.159,49.965,49.965,0,0,0,0
2012-01-05,182,1836.35,63.3,3.126,49.862,49.862,0,0,0,0
2012-01-06,181.93,1832.82,63.2,9.076,49.921,49.921,0,0,0,0
2012-01-07,181.85,1828.8,63.1,3.719,50.339,50.339,0,0,0,0
2012-01-08,181.77,1824.77,62.9,3.472,50.034,50.034,0,0,0,0
2012-01-09,181.69,1820.76,62.8,3.43,49.911,49.911,0,0,0,0
2012-01-10,181.61,1816.75,62.7,3.637,50.072,50.072,0,0,0,0
2012-01-11,181.53,1812.74,62.5,3.666,50.028,50.028,0,0,0,0
2012-01-12,181.45,1808.74,62.4,5.49,51.786,51.786,0,0,0,0
2012-01-13,181.37,1804.75,62.2,7.243,53.481,53.481,0,0,0,0
2012-01-14,181.29,1800.76,62.1,4.554,50.723,50.723,0,0,0,0
2012-01-15,181.2,1796.27,61.9,0.266,52.141,52.141,0,0,0,0
2012-01-16,181.12,1792.3,61.8,3.833,49.863,49.863,0,0,0,0
2012-01-17,181.1,1791.3,61.8,8.752,20.257,20.257,0,0,0,0
2012-01-18,181.07,1789.81,61.7,2.84,20.074,20.074,0,0,0,0
2012-01-19,181.05,1788.82,61.7,9.44,20.933,20.933,0,0,0,0.6607
2012-01-20,181.02,1787.33,61.6,2.805,20.032,20.032,0,0,0,1.0839
2012-01-21,181,1786.34,61.6,5.523,17.004,17.004,0,0,0,0.6735
2012-01-22,180.98,1785.35,61.6,8.617,20.092,20.092,0,0,0,0.0549
2012-01-23,180.95,1783.86,61.5,3.27,20.479,20.479,0,0,0,0
2012-01-24,180.93,1782.87,61.5,8.513,19.98,19.98,0,0,0,0
2012-01-25,180.9,1781.39,61.4,2.871,20.064,20.064,0,0,0,0
2012-01-26,180.87,1779.9,61.4,2.851,20.027,20.027,0,0,0,0
2012-01-27,180.84,1778.42,61.3,3.109,20.285,20.285,0,0,0,0
2012-01-28,180.82,1777.43,61.3,8.537,19.984,19.984,0,0,0,0
2012-01-29,180.79,1775.95,61.2,2.783,19.944,19.944,0,0,0,0
2012-01-30,180.76,1774.46,61.2,2.871,20.024,20.024,0,0,0,0
2012-01-31,180.73,1772.98,61.1,2.851,19.992,19.992,0,0,0,2.8018
2012-02-01,180.7,1771.5,61.1,4.934,22.064,22.064,0,0,0,0
2012-02-02,180.65,1769.04,61,4.543,33.08,33.08,0,0,0,0
2012-02-03,180.62,1767.56,61,3.114,20.22,20.22,0,0,0,0
2012-02-04,180.59,1766.08,60.9,2.886,19.992,19.992,0,0,0,0.406
2012-02-05,180.56,1764.6,60.9,2.863,19.958,19.958,0,0,0,0
2012-02-06,180.53,1763.13,60.8,2.777,19.86,19.86,0,0,0,0
2012-02-07,180.5,1761.65,60.8,3.619,20.695,20.695,0,0,0,0
2012-02-08,180.47,1760.18,60.7,3.103,20.175,20.175,0,0,0,0
2012-02-09,180.44,1758.7,60.6,4.727,21.786,21.786,0,0,0,0
2012-02-10,180.4,1756.74,60.6,0,22.281,22.281,0,0,0,0
2012-02-11,180.36,1754.78,60.5,0.708,23.428,23.428,0,0,0,0
2012-02-12,180.33,1753.31,60.5,4.884,21.909,21.909,0,0,0,0
2012-02-13,180.23,1748.41,60.3,3.352,60.053,60.053,0,0,0,0
2012-02-14,180.09,1741.56,60.1,0.93,80.143,80.143,0,0,0,0
2012-02-15,179.95,1734.73,59.8,2.211,81.25,81.25,0,0,0,0
2012-02-16,179.81,1727.92,59.6,3.831,82.674,82.674,0,0,0,0
2012-02-17,179.67,1721.13,59.4,3.495,82.164,82.164,0,0,0,0
2012-02-18,179.53,1714.34,59.1,4.258,82.753,82.753,0,0,0,0
2012-02-19,179.39,1707.67,58.9,2.893,80.117,80.117,0,0,0,0
2012-02-20,179.24,1700.55,58.6,0.191,82.6,82.6,0,0,0,0
2012-02-21,179.09,1693.45,58.4,0.017,82.17,82.17,0,0,0,0
2012-02-22,178.95,1686.85,58.2,3.559,80.017,80.017,0,0,0,0
2012-02-23,178.81,1680.26,57.9,3.895,80.133,80.133,0,0,0,0
2012-02-24,178.67,1673.69,57.7,4.372,80.391,80.391,0,0,0,0
2012-02-25,178.52,1666.68,57.5,0.316,81.52,81.52,0,0,0,0.2011
2012-02-26,178.38,1660.15,57.3,5.215,80.771,80.771,0,0,0,0.1098
2012-02-27,178.23,1653.17,57,1.302,82.02,82.02,0,0,0,0
2012-02-28,178.08,1646.22,56.8,1.46,81.935,81.935,0,0,0,0
2012-02-29,177.94,1639.75,56.5,5.45,80.323,80.323,0,0,0,0
2012-03-01,177.79,1632.84,56.3,9.946,89.923,89.923,0,0,0,0
2012-03-02,177.63,1625.5,56.1,4.653,89.688,89.688,0,0,0,0.6805
2012-03-03,177.47,1618.17,55.8,6.07,90.827,90.827,0,0,0,0
2012-03-04,177.33,1611.79,55.6,17.011,90.935,90.935,0,0,0,0.1462
2012-03-05,177.17,1604.51,55.3,6.013,90.226,90.226,0,0,0,3.6166
2012-03-06,177.02,1597.71,55.1,11.41,90.102,90.102,0,0,0,5.655
2012-03-07,176.86,1590.48,54.8,6.312,89.974,89.974,0,0,0,0
2012-03-08,176.69,1582.83,54.6,1.448,90.024,90.024,0,0,0,0
2012-03-09,176.52,1575.2,54.3,2.237,90.493,90.493,0,0,0,0.0783
2012-03-10,176.35,1567.61,54.1,2.566,90.5,90.5,0,0,0,0.17
2012-03-11,176.19,1560.48,53.8,9.665,92.13,92.13,0,0,0,0
2012-03-12,176.03,1553.38,53.6,7.868,90.044,90.044,0,0,0,0
2012-03-13,175.87,1546.31,53.3,8.102,90,90,0,0,0,0
2012-03-14,175.7,1538.81,53.1,3.451,90.152,90.152,0,0,0,0.0783
2012-03-15,175.55,1532.23,52.8,13.817,90.055,90.055,0,0,0,0
2012-03-16,175.38,1524.79,52.6,4.079,90.167,90.167,0,0,0,1.4825
2012-03-17,175.21,1517.38,52.3,4.5,90.275,90.275,0,0,0,3.7059
2012-03-18,175.08,1511.73,52.1,24.097,89.479,89.479,0,0,0,2.3883
2012-03-19,174.97,1506.96,52,34.92,90.094,90.094,0,0,0,0
2012-03-20,174.82,1500.48,51.7,15.039,90.051,90.051,0,0,0,0
2012-03-21,174.67,1494.02,51.5,15.395,90.164,90.164,0,0,0,0
2012-03-22,174.51,1487.15,51.3,10.623,90.102,90.102,0,0,0,0
2012-03-23,174.4,1482.45,51.1,35.544,90.023,90.023,0,0,0,15.0264
2012-03-24,174.24,1475.62,50.9,11.497,90.49,90.49,0,0,0,3.3029
2012-03-25,174.11,1470.09,50.7,26.188,90.169,90.169,0,0,0,0
2012-03-26,173.94,1462.89,50.4,6.664,90.044,90.044,0,0,0,0.0679
2012-03-27,173.81,1457.4,50.3,26.416,89.969,89.969,0,0,0,0
2012-03-28,173.64,1450.24,50,6.968,89.78,89.78,0,0,0,0
2012-03-29,173.51,1444.79,49.8,26.901,90.026,90.026,0,0,0,0
2012-03-30,173.4,1440.19,49.7,37.45,90.702,90.702,0,0,0,0.0896
2012-03-31,173.38,1439.35,49.6,80.244,89.92,89.92,0,0,0,0
2012-04-01,173.3,1436.02,49.5,51.387,90.021,90.021,0,0,0,0
2012-04-02,173.21,1432.27,49.4,55.967,99.346,98.974,0,0.372,0,15.8256
2012-04-03,173.36,1438.52,49.6,193.229,120.881,120.081,0,0.8,0,37.387
2012-04-04,173.37,1438.94,49.6,155.924,151.092,150.292,0,0.8,0,0.1881
2012-04-05,173.3,1436.02,49.5,117.002,150.803,150.003,0,0.8,0,0
2012-04-06,173.19,1431.44,49.4,85.698,138.705,137.905,0,0.8,0,0
2012-04-07,173.03,1424.79,49.1,74.017,150.881,150.081,0,0.8,0,0
2012-04-08,172.83,1416.53,48.9,55.334,151.018,150.218,0,0.8,0,0
2012-04-09,172.8,1415.29,48.8,85.284,99.599,98.799,0,0.8,0,0
2012-04-10,172.82,1416.11,48.8,110.029,100.486,99.686,0,0.8,0,6.9865
2012-04-11,172.92,1420.24,49,148.926,101.15,100.35,0,0.8,0,6.0127
2012-04-12,173,1423.55,49.1,139.146,100.846,100.046,0,0.8,0,0.0679
2012-04-13,173.08,1426.87,49.2,109.117,70.746,69.946,0,0.8,0,0
2012-04-14,173.12,1428.53,49.3,90.02,70.808,70.008,0,0.8,0,0
2012-04-15,173.15,1429.77,49.3,85.251,70.831,70.031,0,0.8,0,0
2012-04-16,173.16,1430.19,49.3,75.665,70.856,70.056,0,0.8,0,0
2012-04-17,173.14,1429.36,49.3,60.682,70.299,69.499,0,0.8,0,0
2012-04-18,173.1,1427.7,49.2,51.456,70.677,69.877,0,0.8,0,0
2012-04-19,172.95,1421.48,49,49.137,121.056,120.256,0,0.8,0,0
2012-04-20,172.79,1414.88,48.8,44.634,121.075,120.275,0,0.8,0,0
2012-04-21,172.67,1409.94,48.6,63.837,120.984,120.184,0,0.8,0,37.2079
2012-04-22,172.87,1418.18,48.9,216.075,120.743,119.943,0,0.8,0,7.4689
2012-04-23,173.02,1424.38,49.1,193.16,121.373,120.573,0,0.8,0,2.2279
2012-04-24,173.09,1427.28,49.2,146.196,112.61,111.81,0,0.8,0,0
2012-04-25,173.11,1428.11,49.3,128.158,118.552,117.752,0,0.8,0,12.876
2012-04-26,173.12,1428.53,49.3,123.203,118.399,117.599,0,0.8,0,1.9436
2012-04-27,173.09,1427.28,49.2,104.939,119.35,118.55,0,0.8,0,0
2012-04-28,173.03,1424.79,49.1,90.703,119.494,118.694,0,0.8,0,0
2012-04-29,172.94,1421.07,49,75.892,119.005,118.205,0,0.8,0,0
2012-04-30,172.83,1416.53,48.9,58.084,110.655,109.855,0,0.8,0,0
2012-05-01,172.71,1411.59,48.7,58.956,116.155,115.355,0,0.8,0,0
2012-05-02,172.56,1405.43,48.5,44.502,115.78,114.98,0,0.8,0,0
2012-05-03,172.4,1398.88,48.2,45.198,120.955,120.155,0,0.8,0,6.6503
2012-05-04,172.23,1391.95,48,39.043,119.23,118.43,0,0.8,0,0
2012-05-05,172.05,1384.65,47.8,35.934,120.492,119.692,0,0.8,0,0.0783
2012-05-06,171.96,1381.01,47.6,38.554,80.701,79.901,0,0.8,0,0.1294
2012-05-07,171.83,1375.76,47.4,20.341,81.063,80.263,0,0.8,0,0
2012-05-08,171.72,1371.33,47.3,29.547,80.784,79.984,0,0.8,0,0
2012-05-09,171.6,1366.52,47.1,24.839,80.591,79.791,0,0.8,0,0
2012-05-10,171.46,1360.92,46.9,15.823,80.649,79.795,0,0.854,0,0
2012-05-11,171.34,1356.13,46.8,25.827,81.244,80.244,0,1,0,0
2012-05-12,171.2,1350.56,46.6,16.632,81.065,80.065,0,1,0,0
2012-05-13,171.07,1345.41,46.4,21.339,80.992,79.992,0,1,0,0
2012-05-14,170.94,1340.27,46.2,21.532,81,80,0,1,0,14.9272
2012-05-15,170.82,1335.54,46.1,26.146,80.88,79.88,0,1,0,0.3379
2012-05-16,170.71,1331.22,45.9,20.769,70.804,69.804,0,1,0,0.1613
2012-05-17,170.59,1326.51,45.7,17.353,71.786,70.786,0,1,0,4.1395
2012-05-18,170.48,1322.21,45.6,21.279,71.036,70.036,0,1,0,0
2012-05-19,170.36,1317.54,45.4,16.891,71.023,70.023,0,1,0,0
2012-05-20,170.23,1312.49,45.3,12.628,71.1,70.1,0,1,0,0
2012-05-21,170.1,1307.45,45.1,12.869,71.156,70.156,0,1,0,0
2012-05-22,169.97,1302.43,44.9,13.104,71.217,70.217,0,1,0,0
2012-05-23,169.83,1297.04,44.7,8.62,71.004,70.004,0,1,0,0
2012-05-24,169.7,1292.05,44.6,13.861,71.592,70.592,0,1,0,0
2012-05-25,169.56,1286.7,44.4,8.984,70.952,69.952,0,1,0,0
2012-05-26,169.42,1281.36,44.2,9.312,71.083,70.083,0,1,0,0
2012-05-27,169.29,1276.42,44,13.99,71.154,70.154,0,1,0,0.4675
2012-05-28,169.15,1271.12,43.8,9.649,71.015,70.015,0,1,0,0.0896
2012-05-29,168.99,1265.08,43.6,1.132,71.005,70.005,0,1,0,0
2012-05-30,168.86,1260.19,43.5,14.44,71.026,70.026,0,1,0,2.8582
2012-05-31,168.71,1254.57,43.3,6.109,71.155,70.155,0,1,0,5.8551
2012-06-01,168.58,1249.72,43.1,16.107,72.299,71.299,0,1,0,0
2012-06-02,168.45,1244.88,42.9,14.946,70.965,69.965,0,1,0,2.3617
2012-06-03,168.3,1239.31,42.7,6.448,70.858,69.858,0,1,0,0.6559
2012-06-04,168.15,1233.77,42.5,6.808,70.986,69.986,0,1,0,0
2012-06-05,168,1228.24,42.4,6.99,70.925,69.925,0,1,0,0.6637
2012-06-06,167.85,1222.74,42.2,7.225,70.929,69.929,0,1,0,0
2012-06-07,167.7,1217.26,42,7.501,70.973,69.973,0,1,0,7.8256
2012-06-08,167.55,1211.79,41.8,7.761,70.99,70.157,0,0.833,0,2.3399
2012-06-09,167.41,1206.71,41.6,12.043,70.862,69.862,0,1,0,0.1049
2012-06-10,167.3,1202.73,41.5,21.932,67.997,66.997,0,1,0,12.3598
2012-06-11,167.16,1197.68,41.3,12.659,71.096,70.096,0,1,0,6.523
2012-06-12,167.02,1192.65,41.1,13.475,71.727,70.727,0,1,0,0.5765
2012-06-13,166.87,1187.28,40.9,9.158,71.334,70.334,0,1,0,0
2012-06-14,166.72,1181.92,40.8,8.971,70.927,69.927,0,1,0,0
2012-06-15,166.56,1176.24,40.6,5.21,71.043,70.043,0,1,0,0
2012-06-16,166.44,1171.99,40.4,6.84,56.039,55.116,0,0.924,0,0
2012-06-17,166.32,1167.75,40.3,6.963,56.025,55.025,0,1,0,0
2012-06-18,166.21,1163.87,40.1,6.046,50.872,49.872,0,1,0,0
2012-06-19,166.09,1159.66,40,2.237,51.01,50.01,0,1,0,0
2012-06-20,165.98,1155.81,39.9,6.551,51.134,50.134,0,1,0,0
2012-06-21,165.86,1151.62,39.7,2.336,50.831,49.831,0,1,0,0
2012-06-22,165.74,1147.44,39.6,2.588,50.933,49.933,0,1,0,0.0549
2012-06-23,165.63,1143.62,39.4,6.978,51.168,50.168,0,1,0,0.7168
2012-06-24,165.51,1139.47,39.3,2.91,50.977,49.977,0,1,0,0
2012-06-25,165.38,1134.98,39.1,0,50.929,49.929,0,1,0,0
2012-06-26,165.26,1130.86,39,2.932,50.698,49.698,0,1,0,0.5065
2012-06-27,165.14,1126.74,38.9,3.419,51.046,50.046,0,1,0,0
2012-06-28,165.02,1122.64,38.7,3.403,50.88,49.88,0,1,0,0
2012-06-29,164.9,1118.55,38.6,3.526,50.864,49.864,0,1,0,0.393
2012-06-30,164.93,1119.57,38.6,62.63,50.813,49.813,0,1,0,59.8507
2012-07-01,165.06,1124.01,38.8,97.519,46.188,45.188,0,1,0,0.1204
2012-07-02,165.04,1123.32,38.7,38.397,46.302,45.302,0,1,0,0
2012-07-03,164.98,1121.27,38.7,22.247,45.951,44.951,0,1,0,0.0549
2012-07-04,164.91,1118.89,38.6,18.469,46.073,45.073,0,1,0,1.1931
2012-07-05,164.85,1116.85,38.5,22.182,45.805,44.805,0,1,0,3.1677
2012-07-06,165.2,1128.8,38.9,184.399,46.1,45.1,0,1,0,66.4459
2012-07-07,165.72,1146.75,39.5,238.707,30.978,29.978,0,1,0,0.124
2012-07-08,165.94,1154.41,39.8,119.588,30.884,29.884,0,1,0,0
2012-07-09,166.03,1157.56,39.9,67.46,31.036,30.036,0,1,0,2.6344
2012-07-10,166.09,1159.66,40,56.7,32.36,31.36,0,1,0,0
2012-07-11,166.13,1161.06,40,47.171,30.933,29.933,0,1,0,11.5305
2012-07-12,166.18,1162.82,40.1,51.214,30.89,29.89,0,1,0,0
2012-07-13,166.38,1169.86,40.3,112.241,30.69,29.69,0,1,0,28.2992
2012-07-14,166.9,1188.35,41,245.032,31.097,30.097,0,1,0,13.2054
2012-07-15,168.32,1240.05,42.8,629.367,30.929,29.929,0,1,0,56.7548
2012-07-16,169.51,1284.79,44.3,548.746,30.98,29.98,0,1,0,1.0519
2012-07-17,170.02,1304.36,45,257.475,30.982,29.982,0,1,0,0
2012-07-18,170.29,1314.82,45.3,151.951,30.909,29.909,0,1,0,0.518
2012-07-19,171.13,1347.78,46.5,412.173,30.599,29.87,0,0.729,0,42.5955
2012-07-20,171.92,1379.39,47.6,396.466,30.644,29.94,0,0.704,0,0.2994
2012-07-21,172.32,1395.62,48.1,218.827,31.003,30.003,0,1,0,0
2012-07-22,172.58,1406.25,48.5,153.77,30.749,29.749,0,1,0,3.3403
2012-07-23,172.75,1413.23,48.7,111.75,30.917,29.917,0,1,0,2.5191
2012-07-24,172.88,1418.59,48.9,93.068,31.043,30.043,0,1,0,0.0549
2012-07-25,172.97,1422.31,49.1,74.082,31.026,30.026,0,1,0,0
2012-07-26,173.02,1424.38,49.1,55.06,31.102,30.102,0,1,0,0
2012-07-27,173.06,1426.04,49.2,50.409,31.219,30.219,0,1,0,0
2012-07-28,173.09,1427.28,49.2,45.169,30.771,29.771,0,1,0,0
2012-07-29,173.12,1428.53,49.3,45.144,30.734,29.734,0,1,0,0.0655
2012-07-30,173.11,1428.11,49.3,26.037,30.84,29.84,0,1,0,2.2458
2012-07-31,173.12,1428.53,49.3,36.009,31.206,30.206,0,1,0,0
2012-08-01,173.08,1426.87,49.2,26.517,45.73,44.73,0,1,0,0
2012-08-02,173.04,1425.21,49.2,26.756,45.946,44.946,0,1,0,0
2012-08-03,172.99,1423.14,49.1,22.102,46.072,45.072,0,1,0,0
2012-08-04,172.93,1420.66,49,17.697,46.424,45.424,0,1,0,0
2012-08-05,172.87,1418.18,48.9,17.29,45.971,44.971,0,1,0,0
2012-08-06,172.68,1410.35,48.6,17.081,107.66,106.66,0,1,0,0
2012-08-07,172.61,1407.48,48.5,12.797,46.072,45.072,0,1,0,0
2012-08-08,172.54,1404.61,48.4,12.759,45.977,44.977,0,1,0,0
2012-08-09,172.47,1401.74,48.3,12.801,45.961,44.961,0,1,0,0
2012-08-10,172.4,1398.88,48.2,12.85,45.963,44.963,0,1,0,0
2012-08-11,172.33,1396.03,48.1,12.827,45.883,44.883,0,1,0,0
2012-08-12,172.29,1394.4,48.1,27.189,46.055,45.055,0,1,0,26.7176
2012-08-13,172.25,1392.77,48,27.27,46.113,45.113,0,1,0,2.1647
2012-08-14,172.21,1391.14,48,27.413,46.244,45.244,0,1,0,0.7009
2012-08-15,172.49,1402.56,48.4,178.131,45.955,44.955,0,1,0,82.1933
2012-08-16,173.14,1429.36,49.3,356.045,45.895,44.895,0,1,0,0.1575
2012-08-17,173.32,1436.85,49.6,132.652,45.939,44.939,0,1,0,2.2151
2012-08-18,173.41,1440.61,49.7,89.493,46.009,45.009,0,1,0,0.3044
2012-08-19,173.47,1443.12,49.8,75.129,46.078,45.078,0,1,0,7.6513
2012-08-20,173.64,1450.24,50,128.412,45.912,44.912,0,1,0,35.6014
2012-08-21,175.05,1510.43,52.1,742.513,45.939,44.94,0,0.999,0,33.1323
2012-08-22,176.2,1560.93,53.8,630.029,45.563,44.563,0,1,0,31.3093
2012-08-23,177.02,1597.71,55.1,471.71,45.966,44.966,0,1,0,3.0545
2012-08-24,177.44,1616.8,55.8,267.059,46.087,45.087,0,1,0,0
2012-08-25,177.67,1627.33,56.1,167.839,45.999,44.999,0,1,0,1.3894
2012-08-26,177.83,1634.68,56.4,131.052,45.948,44.948,0,1,0,0.5029
2012-08-27,177.93,1639.29,56.5,99.093,45.748,44.748,0,1,0,0.0783
2012-08-28,178.07,1645.76,56.8,120.674,45.813,44.813,0,1,0,14.6901
2012-08-29,178.29,1655.96,57.1,164.136,46.057,45.057,0,1,0,5.0892
2012-08-30,178.67,1673.69,57.7,251.193,45.973,44.973,0,1,0,49.8725
2012-08-31,179.63,1719.19,59.3,572.471,45.92,44.927,0,0.993,0,1.8542
2012-09-01,180.06,1740.1,60,287.898,45.861,44.861,0,1,0,0.3586
2012-09-02,180.29,1751.35,60.4,176.11,45.925,44.925,0,1,0,0.2483
2012-09-03,180.43,1758.21,60.6,125.621,46.142,45.142,0,1,0,0.166
2012-09-04,180.55,1764.11,60.8,114.446,46.171,45.171,0,1,0,15.09
2012-09-05,180.77,1774.96,61.2,171.708,46.176,45.176,0,1,0,15.4696
2012-09-06,180.95,1783.86,61.5,149.144,46.088,45.088,0,1,0,0
2012-09-07,181.07,1789.81,61.7,114.786,45.897,44.897,0,1,0,0
2012-09-08,181.28,1800.26,62.1,158.227,37.359,36.359,0,1,0,25.6638
2012-09-09,181.49,1810.74,62.4,152.169,30.85,29.85,0,1,0,0
2012-09-10,181.64,1818.25,62.7,117.953,31.032,30.032,0,1,0,0
2012-09-11,181.77,1824.77,62.9,106.354,30.845,29.845,0,1,0,0
2012-09-12,181.85,1828.8,63.1,77.458,30.895,29.895,0,1,0,0
2012-09-13,181.92,1832.32,63.2,73.284,32.497,31.497,0,1,0,2.692
2012-09-14,181.98,1835.34,63.3,66.248,31.248,30.248,0,1,0,4.2085
2012-09-15,182.03,1837.87,63.4,60.044,30.854,29.854,0,1,0,0.4315
2012-09-16,182.08,1840.39,63.5,60.451,31.226,30.226,0,1,0,12.4378
2012-09-17,182.78,1875.97,64.7,443.209,31.438,30.438,0,1,0,57.0164
2012-09-18,183.78,1927.56,66.5,628.167,31.095,30.095,0,1,0,0.8647
2012-09-19,184.18,1948.45,67.2,272.715,30.909,29.909,0,1,0,0.0807
2012-09-20,184.4,1960,67.6,163.405,29.678,28.678,0,1,0,0
2012-09-21,184.55,1967.9,67.9,122.388,30.918,29.918,0,1,0,2.5176
2012-09-22,184.66,1973.71,68.1,98.198,30.953,29.953,0,1,0,0
2012-09-23,184.74,1977.95,68.2,80.213,31.232,30.232,0,1,0,0
2012-09-24,184.79,1980.59,68.3,61.83,31.182,30.182,0,1,0,0
2012-09-25,184.83,1982.71,68.4,55.353,30.816,29.816,0,1,0,0
2012-09-26,184.87,1984.84,68.4,55.56,31,30,0,1,0,0
2012-09-27,184.89,1985.9,68.5,42.547,30.262,29.894,0,0.368,0,0
2012-09-28,184.91,1986.96,68.5,42.661,30.372,30.372,0,0,0,3.9227
2012-09-29,184.93,1988.02,68.6,42.343,30.049,30.049,0,0,0,0.0807
2012-09-30,184.94,1988.55,68.6,36.067,29.919,29.919,0,0,0,0
2012-10-01,184.95,1989.08,68.6,36.091,29.934,29.934,0,0,0,0
2012-10-02,184.94,1988.55,68.6,23.611,29.768,29.762,0,0.006,0,0.34
2012-10-03,184.94,1988.55,68.6,30.054,30.054,30.054,0,0,0,0
2012-10-04,184.93,1988.02,68.6,23.88,30.026,30.026,0,0,0,0
2012-10-05,184.91,1986.96,68.5,17.452,29.744,29.744,0,0,0,0
2012-10-06,184.89,1985.9,68.5,32.777,45.069,45.069,0,0,0,0
2012-10-07,184.84,1983.24,68.4,14.352,45.058,45.058,0,0,0,0
2012-10-08,184.8,1981.12,68.3,20.426,44.963,44.963,0,0,0,0
2012-10-09,184.76,1979.01,68.2,20.83,45.355,45.355,0,0,0,0
2012-10-10,184.71,1976.36,68.2,14.353,44.99,44.99,0,0,0,0
2012-10-11,184.66,1973.71,68.1,14.369,44.971,44.971,0,0,0,0
2012-10-12,184.61,1971.07,68,14.106,44.685,44.685,0,0,0,0
2012-10-13,184.57,1968.96,67.9,20.57,45.014,45.014,0,0,0,0
2012-10-14,184.52,1966.32,67.8,14.563,45.095,45.095,0,0,0,0
2012-10-15,184.47,1963.69,67.7,14.484,44.982,44.982,0,0,0,0
2012-10-16,184.41,1960.53,67.6,8.281,44.855,44.855,0,0,0,0
2012-10-17,184.36,1957.9,67.5,14.465,44.905,44.905,0,0,0,3.7581
2012-10-18,184.31,1955.27,67.4,14.645,45.062,45.062,0,0,0,0
2012-10-19,184.26,1952.64,67.3,14.563,44.957,44.957,0,0,0,0
2012-10-20,184.21,1950.02,67.2,14.555,44.914,44.914,0,0,0,0
2012-10-21,184.15,1946.88,67.1,8.387,44.787,44.787,0,0,0,0
2012-10-22,184.14,1946.35,67.1,38.913,44.978,44.978,0,0,0,34.7208
